index,annotation_symbol
60,+
159,N
415,N
686,N
905,N
1189,N
1422,N
1621,N
1965,N
2236,N
2495,N
2721,N
2955,N
3197,N
3470,N
3798,N
4109,N
4353,N
4591,N
4847,N
4989,N
5220,N
5477,N
5688,N
5919,N
6102,N
6391,N
6636,N
6836,N
7069,N
7323,N
7614,N
7819,N
8071,N
8303,N
8514,N
8667,N
8922,N
9116,N
9349,N
9642,N
10008,N
10267,N
10521,N
10771,N
11043,N
11300,N
11474,N
11800,N
12007,N
12252,N
12454,N
12690,N
12928,N
13222,N
13550,N
13800,N
14021,N
14349,N
14615,N
14866,N
15014,N
15241,N
15470,N
15692,N
15895,N
16151,N
16407,N
16569,N
16813,N
17042,N
17271,N
17425,N
17553,a
17775,N
17958,N
18261,N
18428,N
18681,N
18924,N
19075,N
19300,N
19591,N
19825,N
20050,N
20271,N
20584,N
20907,N
21167,N
21406,N
21561,N
21744,N
21963,N
22296,N
22597,N
22754,N
22914,N
23153,N
23502,N
23658,N
23872,N
24191,N
24396,N
24641,N
24871,N
25118,N
25360,N
25623,N
25857,N
26138,N
26362,N
26610,N
26803,N
27042,N
27257,N
27443,N
27598,N
27878,N
28128,N
28377,N
28617,N
28915,N
29153,N
29443,N
29712,N
29939,N
30171,N
30314,N
30577,N
30780,N
31022,N
31305,N
31720,N
32030,N
32257,N
32429,N
32628,N
32861,N
33177,N
33362,N
33648,N
33894,N
34202,N
34351,N
34624,N
34871,N
35019,N
35221,N
35375,N
35622,N
35921,N
36255,N
36489,N
36684,N
37033,N
37199,N
37340,N
37584,N
37824,N
38074,N
38318,N
38583,N
38865,N
39162,N
39450,N
39783,N
40080,N
40305,N
40607,N
40811,N
41040,N
41260,N
41522,N
41695,N
41925,N
42168,N
42415,N
42564,N
42700,N
43022,N
43242,N
43473,N
43616,N
43934,N
44333,N
44649,N
44920,N
45201,N
45408,N
45594,N
45770,N
45986,N
46198,N
46460,N
46752,N
47002,N
47284,N
47500,N
47749,N
47953,N
48197,N
48416,N
48665,N
48918,N
49137,N
49376,N
49559,N
49705,N
50081,N
50332,N
50640,N
50929,N
51250,N
51501,N
51685,N
51913,N
52141,N
52405,N
52666,N
52911,N
53237,N
53451,N
53620,N
53846,N
54085,N
54409,N
54658,N
54885,N
55111,N
55261,N
55519,N
55680,N
56045,N
56246,N
56447,N
56690,N
56952,N
57163,N
57321,N
57732,N
58034,N
58261,N
58447,N
58578,N
58809,N
59083,N
59332,N
59593,N
59848,N
60079,N
60338,N
60587,N
60896,N
61145,N
61395,N
61628,N
61858,N
62073,N
62314,N
62465,N
62702,N
62922,N
63166,N
63346,N
63616,N
63829,N
64084,N
64308,N
64521,N
64689,N
64927,N
65120,N
65335,N
65634,N
65949,N
66197,N
66634,N
66808,N
67039,N
67252,N
67523,N
67772,N
68008,N
68298,N
68571,N
68946,N
69177,N
69477,N
69654,N
69888,N
70171,N
70392,N
70536,N
70670,N
71068,N
71279,N
71479,N
71816,N
72051,N
72203,N
72484,N
72728,N
72967,N
73253,N
73526,N
73722,N
74049,N
74479,N
74702,N
74975,N
75202,N
75427,N
75711,N
75941,N
76076,a
76218,N
76437,N
76739,N
76969,N
77327,N
77516,N
77733,N
77948,N
78099,N
78339,N
78493,N
78716,N
78952,N
79186,N
79429,N
79661,N
79879,N
80247,N
80554,N
80841,N
81116,N
81390,N
81678,N
81928,N
82166,N
82417,N
82736,N
83035,N
83308,N
83616,N
83847,N
84154,N
84452,N
84722,N
84927,N
85118,N
85325,N
85578,N
85840,N
86003,N
86219,N
86389,N
86614,N
86865,N
