index,annotation_symbol
15,+
124,N
382,N
644,N
892,N
1149,N
1393,N
1648,N
1891,N
2147,N
2392,N
2630,N
2880,N
3128,N
3377,N
3622,N
3871,N
4119,N
4368,N
4624,N
4871,N
5119,N
5361,N
5617,N
5865,N
6109,N
6361,N
6610,N
6862,N
7117,N
7377,N
7633,N
7887,N
8150,N
8405,N
8658,N
8908,N
9168,N
9424,N
9677,N
9940,N
10195,N
10445,N
10702,N
10962,N
11220,N
11465,N
11732,N
11977,N
12232,N
12490,N
12745,N
12998,N
13249,N
13512,N
13762,N
14013,N
14258,N
14506,N
14757,N
15000,N
15260,N
15509,N
15759,N
16014,N
16269,N
16528,N
16779,N
17034,N
17282,N
17535,N
17790,N
18049,N
18295,N
18546,N
18801,N
19050,N
19305,N
19552,N
19807,N
20057,N
20314,N
20575,N
20833,N
21088,N
21345,N
21601,N
21858,N
22109,N
22367,N
22611,N
22865,N
23116,N
23373,N
23620,N
23868,N
24124,N
24370,N
24626,N
24872,N
25124,N
25372,N
25626,N
25878,N
26125,N
26370,N
26618,N
26868,N
27115,N
27361,N
27609,N
27857,N
28107,N
28354,N
28609,N
28858,N
29108,N
29360,N
29610,N
29866,N
30110,N
30361,N
30607,N
30856,N
31105,N
31355,N
31599,N
31847,N
32096,N
32344,N
32594,N
32837,N
33083,N
33333,N
33581,N
33830,N
34080,N
34323,N
34566,N
34817,N
35060,N
35303,N
35546,N
35789,N
36035,N
36282,N
36535,N
36784,N
37031,N
37280,N
37533,N
37785,N
38030,N
38284,N
38537,N
38785,N
39042,N
39295,N
39547,N
39793,N
40050,N
40301,N
40552,N
40803,N
41057,N
41310,N
41556,N
41817,N
42064,N
42313,N
42569,N
42822,N
43074,N
43319,N
43573,N
43817,N
44069,N
44317,N
44564,N
44813,N
45058,N
45317,N
45567,N
45817,N
46067,N
46321,N
46570,N
46823,N
47084,N
47338,N
47590,N
47848,N
48109,N
48363,N
48610,N
48870,N
49122,N
49377,N
49639,N
49895,N
50146,N
50399,N
50665,N
50920,N
51178,N
51437,N
51694,N
51949,N
52207,N
52468,N
52722,N
52978,N
53237,N
53494,N
53747,N
53990,N
54242,N
54489,N
54737,N
54992,N
55242,N
55491,N
55741,N
55995,N
56244,N
56496,N
56747,N
57000,N
57252,N
57503,N
57761,N
58010,N
58263,N
58517,N
58768,N
59023,N
59272,N
59528,N
59779,N
60031,N
60283,N
60537,N
60786,N
61034,N
61290,N
61537,N
61789,N
62035,N
62286,N
62540,N
62791,N
63048,N
63297,N
63551,N
63807,N
64070,N
64329,N
64583,N
64841,N
65100,N
65354,N
65612,N
65870,N
66126,N
66380,N
66645,N
66902,N
67160,N
67421,N
67678,N
67942,N
68201,N
68465,N
68723,N
68981,N
69248,N
69510,N
69771,N
70026,N
70284,N
70538,N
70795,N
71054,N
71309,N
71555,N
71818,N
72069,N
72326,N
72575,N
72834,N
73090,N
73342,N
73604,N
73853,N
74105,N
74354,N
74609,N
74857,N
75098,N
75352,N
75600,N
75848,N
76101,N
76359,N
76615,N
76869,N
77135,N
77392,N
77647,N
77898,N
78154,N
78410,N
78662,N
78925,N
79174,N
79421,N
79681,N
79935,N
80188,N
80435,N
80694,N
80947,N
81205,N
81467,N
81727,N
81976,N
82233,N
82493,N
82749,N
82999,N
83256,N
83509,N
83764,N
84019,N
84282,N
84532,N
84788,N
