index,annotation_symbol
72,+
189,N
598,N
1006,N
1408,N
1834,N
2249,N
2677,N
3105,N
3529,N
3958,N
4382,N
4800,N
5239,N
5673,N
6098,N
6550,N
6983,N
7431,N
7871,N
8320,N
8768,N
9209,N
9650,N
10079,N
10519,N
10929,N
11346,N
11760,N
12179,N
12622,N
13065,N
13501,N
13954,N
14388,N
14841,N
15283,N
15714,N
16152,N
16580,N
17022,N
17452,N
17891,N
18347,N
18774,N
19226,N
19674,N
20107,N
20543,N
20983,N
21420,N
21855,N
22299,N
22735,N
23171,N
23618,N
24047,N
24488,N
24903,N
25335,N
25756,N
26172,N
26613,N
27036,N
27476,N
27896,N
28337,N
28778,N
29202,N
29647,N
30050,N
30486,N
30910,N
31345,N
31787,N
32230,N
32684,N
33117,N
33570,N
34005,N
34456,N
34889,N
35328,N
35760,N
36185,N
36629,N
37068,N
37502,N
37944,N
38374,N
38802,N
39220,N
39660,N
40084,N
40516,N
40957,N
41390,N
41829,N
42252,N
42693,N
43116,N
43543,N
43968,N
44382,N
44811,N
45230,N
45663,N
46093,N
46523,N
46968,N
47398,N
47824,N
48261,N
48688,N
49134,N
49571,N
50006,N
50439,N
50862,N
51302,N
51721,N
52150,N
52577,N
52984,N
53415,N
53840,N
54268,N
54696,N
55125,N
55559,N
55987,N
56403,N
56826,N
57244,N
57660,N
58102,N
58536,N
59000,N
59445,N
59897,N
60341,N
60785,N
61239,N
61678,N
62133,N
62566,N
63011,N
63436,N
63868,N
64300,N
64715,N
65137,N
65565,N
65975,N
66400,N
66819,N
67249,N
67668,N
68093,N
68527,N
68936,N
69365,N
69793,N
70216,N
70657,N
71073,N
71508,N
71926,N
72359,N
72792,N
73214,N
73653,N
74081,N
74515,N
74952,N
75376,N
75802,N
76218,N
76635,N
77068,N
77474,N
77897,N
78319,N
78725,N
79145,N
79553,N
79969,N
80381,N
80794,N
81225,N
81641,N
82072,N
82494,N
82927,N
83350,N
83775,N
84205,N
84626,N
85042,N
85467,N
85879,N
86304,N
86724,N
87155,N
87591,N
88020,N
88472,N
88899,N
89334,N
89767,N
90191,N
90637,N
91063,N
91506,N
91932,N
92380,N
92823,N
93264,N
93697,N
94140,N
94573,N
95001,N
95437,N
95850,N
96282,N
96706,N
97130,N
97558,N
97974,N
98400,N
98819,N
99236,N
99670,N
100100,N
100534,N
100981,N
101414,N
101859,N
102279,N
102706,N
103137,N
103554,N
103983,N
104404,N
104831,N
105269,N
105696,N
106132,N
106555,N
106986,N
107415,N
107838,N
108265,N
108695,N
109116,N
109553,N
109972,N
110403,N
110821,N
111246,N
111672,N
112085,N
112512,N
112930,N
113350,N
113774,N
114196,N
114634,N
115052,N
115476,N
115896,N
116308,N
116726,N
117154,N
117568,N
117994,N
118409,N
118835,N
119258,N
119678,N
120106,N
120521,N
120951,N
121359,N
121773,N
122190,N
122600,N
123028,N
123443,N
123873,N
124296,N
124710,N
125132,N
