index,annotation_symbol
32,+
309,N
503,V
977,N
1315,N
1651,N
1971,N
2294,N
2488,V
2956,N
3296,N
3613,N
3923,N
4257,N
4448,V
4906,N
5239,N
5552,N
5882,N
6210,N
6521,N
6864,N
7200,N
7512,N
7610,+
7709,V
8178,N
8377,V
8860,N
9052,V
9531,N
9736,V
10194,N
10421,V
10867,N
11065,V
11305,+
11545,N
11863,N
12186,N
12502,N
12804,N
12901,+
12999,V
13462,N
13657,V
14120,N
14325,V
14788,N
14981,V
15216,+
15451,N
15768,N
16080,N
16405,N
16720,N
16908,V
17391,N
17722,N
17913,V
18388,N
18726,N
18921,V
19403,N
19616,V
20104,N
20437,N
20532,+
20628,V
21102,N
21296,V
21763,N
21970,V
22190,+
22411,N
22744,N
23062,N
23381,N
23722,N
24054,N
24406,N
24747,N
25070,N
25263,V
25756,N
26072,N
26402,N
26729,N
27047,N
27366,N
27695,N
27883,V
28371,N
28718,N
29055,N
29376,N
29704,N
29812,+
29910,V
30386,N
30575,V
31066,N
31262,V
31494,+
31727,N
32063,N
32375,N
32697,N
33025,N
33344,N
33667,N
34001,N
34329,N
34657,N
34995,N
35338,N
35666,N
36015,N
36354,N
36684,N
37028,N
37356,N
37681,N
38027,N
38353,N
38675,N
39015,N
39340,N
39658,N
39984,N
40300,N
40627,N
40952,N
41278,N
41608,N
41936,N
42126,V
42595,N
42927,N
43249,N
43562,N
43881,N
44206,N
44517,N
44834,N
45029,V
45492,N
45832,N
46160,N
46481,N
46814,N
47132,N
47228,+
47325,V
47795,N
47991,V
48463,N
48699,V
48929,+
49148,N
49490,N
49807,N
50003,V
50468,N
50795,N
50985,V
51460,N
51788,N
52115,N
52434,N
52747,N
52941,V
53407,N
53752,N
54079,N
54395,N
54726,N
55047,N
55366,N
55698,N
56019,N
56337,N
56672,N
56986,N
57173,V
57652,N
57971,N
58156,V
58624,N
58943,N
59136,V
59591,N
59790,V
60257,N
60570,N
60753,V
61208,N
61517,N
61845,N
62173,N
62492,N
62590,+
62688,V
63194,N
63519,N
63716,V
64213,N
64568,N
64761,V
65249,N
65586,N
65776,V
66252,N
66586,N
66782,V
67022,+
67262,N
67458,V
67935,N
68265,N
68360,+
68455,V
68915,N
69119,V
69583,N
69787,V
70250,N
70478,V
70931,N
71122,V
71598,N
71799,V
72033,+
72267,N
72605,N
72928,N
73250,N
73594,N
73923,N
74110,V
74595,N
74799,V
75281,N
75613,N
75932,N
76031,+
76131,V
76612,N
76807,V
77287,N
77484,V
77720,+
77956,N
78292,N
78606,N
78941,N
79275,N
79590,N
79924,N
80263,N
80601,N
80940,N
81286,N
81634,N
81823,V
82298,N
82641,N
82960,N
83153,V
83630,N
83825,V
84305,N
84634,N
84939,N
85137,V
85603,N
85700,+
85798,V
86272,N
86587,N
86783,V
87253,N
87572,N
87769,V
88238,N
88573,N
88767,V
89003,+
89240,N
89502,V
89948,N
90265,N
90458,V
90936,N
91284,N
91606,N
91918,N
92260,N
92450,V
92919,N
93263,N
93592,N
93919,N
94240,N
94430,V
94908,N
95245,N
95566,N
95881,N
96205,N
96400,V
96878,N
97214,N
97551,N
97872,N
98063,V
98533,N
98724,V
99201,N
99531,N
99846,N
100037,V
100511,N
100832,N
101151,N
101247,+
101343,V
101812,N
102010,V
102471,N
102684,V
102922,+
103150,N
103468,N
103659,V
104112,N
104426,N
104621,V
105068,N
105383,N
105494,+
105595,V
106033,N
106221,V
106700,N
106894,V
107363,N
107575,V
107806,+
108027,N
108362,N
108458,+
108554,V
109016,N
109340,N
109531,V
109997,N
110317,N
110506,V
110974,N
111300,N
111488,V
111954,N
112279,N
112471,V
112724,+
112937,N
113127,V
113599,N
113908,N
114210,N
114525,N
114829,N
115148,N
115477,N
115788,N
115976,V
116458,N
116654,V
117116,N
117441,N
117751,N
117848,+
117946,V
118412,N
118729,N
118930,V
119391,N
119706,N
119899,V
120354,N
120674,N
120867,V
121310,N
121637,N
121825,V
122267,N
122584,N
122773,V
123001,+
123230,N
123557,N
123876,N
124190,N
124382,V
124837,N
125033,V
125484,N
125804,N
126112,N
126422,N
126739,N
127047,N
127363,N
127683,N
127991,N
128309,N
128644,N
128957,N
129275,N
129608,N
129921,N
130106,V
130570,N
130763,V
131232,N
131558,N
131865,N
132068,V
132529,N
132625,+
132722,V
133185,N
133499,N
133688,V
134147,N
134462,N
134647,V
135108,N
135423,N
135610,V
136068,N
136387,N
136583,V
137045,N
137362,N
137560,V
138026,N
138334,N
138521,V
138747,+
138974,N
139294,N
139609,N
139930,N
140264,N
140587,N
140915,N
141240,N
141563,N
141898,N
142095,V
142564,N
142910,N
143230,N
143536,N
143864,N
144176,N
144495,N
144823,N
145135,N
145458,N
145791,N
146108,N
146424,N
146753,N
147075,N
147402,N
147724,N
148041,N
148366,N
148687,N
148997,N
149317,N
149645,N
149966,N
150279,N
150604,N
150932,N
151234,N
151547,N
151738,V
152195,N
152532,N
152858,N
153166,N
153491,N
153689,V
154154,N
154490,N
154802,N
155124,N
155456,N
155768,N
156099,N
156439,N
156760,N
156852,+
156944,V
157424,N
157751,N
157948,V
158425,N
158748,N
158948,V
159427,N
159744,N
159936,V
160393,N
160715,N
160904,V
161129,+
161355,N
161556,V
162016,N
162334,N
162638,N
162828,V
163305,N
163624,N
163950,N
164291,N
164610,N
164930,N
165265,N
165584,N
165774,V
166257,N
166450,V
166928,N
167267,N
167577,N
167675,+
167774,V
168243,N
168441,V
168914,N
169111,V
169346,+
169582,N
169916,N
170222,N
170539,N
170861,N
171052,V
171526,N
171864,N
172200,N
172517,N
172838,N
173035,V
173503,N
173853,N
174181,N
174496,N
174834,N
175151,N
175468,N
175805,N
176120,N
176442,N
176781,N
177107,N
177430,N
177764,N
178087,N
178403,N
178727,N
179052,N
179376,N
179696,N
180014,N
180335,N
180659,N
180975,N
181287,N
181612,N
181936,N
182251,N
182576,N
182899,N
183223,N
183551,N
183873,N
184191,N
184526,N
184847,N
185171,N
185504,N
185822,N
186145,N
186469,N
186784,N
187103,N
187437,N
187764,N
188077,N
188418,N
188753,N
189064,N
189393,N
189716,N
190035,N
190362,N
190680,N
191004,N
191333,N
191650,N
191968,N
192292,N
192616,N
192941,N
193266,N
193591,N
193907,N
194219,N
194530,N
194839,N
195154,N
195475,N
195783,N
196109,N
196309,V
196774,N
197114,N
197441,N
197756,N
198092,N
198278,V
198753,N
199102,N
199434,N
199757,N
200084,N
200273,V
200759,N
201102,N
201431,N
201755,N
202082,N
202268,V
202744,N
203087,N
203414,N
203723,N
204050,N
204367,N
204463,+
204559,V
205038,N
205360,N
205551,V
206045,N
206373,N
206562,V
207049,N
207383,N
207571,V
208043,N
208378,N
208572,V
209044,N
209378,N
209570,V
210043,N
210242,V
210719,N
211039,N
211236,V
211695,N
212027,N
212224,V
212686,N
213004,N
213190,V
213650,N
213845,V
214312,N
214621,N
214821,V
215270,N
215580,N
215773,V
216253,N
216592,N
216780,V
217020,+
217260,N
217593,N
217923,N
218244,N
218565,N
218889,N
219219,N
219536,N
219734,V
220210,N
220534,N
220726,V
221194,N
221387,V
221864,N
222184,N
222490,N
222811,N
223130,N
223443,N
223771,N
223959,V
224430,N
224779,N
225094,N
225405,N
225741,N
225930,V
226403,N
226754,N
227082,N
227408,N
227740,N
227927,V
228418,N
228763,N
229084,N
229395,N
229723,N
230053,N
230365,N
230696,N
231027,N
231340,N
231666,N
231991,N
232310,N
232646,N
