index,annotation_symbol
96,+
204,N
480,N
759,N
1034,N
1306,N
1574,N
1855,N
2125,N
2383,N
2646,N
2908,N
3175,N
3444,N
3710,N
3967,N
4238,N
4514,N
4779,N
5036,N
5300,N
5568,N
5842,N
6107,N
6371,N
6644,N
6919,N
7184,N
7443,N
7707,N
7976,N
8249,N
8490,V
8776,N
9046,N
9321,N
9586,N
9851,N
10118,N
10388,N
10667,N
10941,N
11209,N
11477,N
11760,N
12035,N
12308,N
12583,N
12852,N
13130,N
13402,N
13668,N
13933,N
14214,N
14481,N
14742,N
15009,N
15276,N
15548,N
15823,N
16097,N
16371,N
16664,N
16942,N
17211,N
17489,N
17765,N
18045,N
18316,N
18583,N
18850,N
19124,N
19389,N
19642,N
19905,N
20169,N
20438,N
20707,N
20972,N
21233,N
21508,N
21777,N
22036,N
22251,V
22571,N
22848,N
23048,A
23340,N
23629,N
23923,N
24206,N
24480,N
24757,N
25031,N
25313,N
25582,N
25848,N
26122,N
26305,V
26669,N
26933,N
27203,N
27461,N
27733,N
28002,N
28269,N
28540,N
28824,N
29095,N
29361,N
29634,N
29903,N
30180,N
30457,N
30728,N
30995,N
31269,N
31534,N
31783,N
32048,N
32312,N
32578,N
32848,N
33112,N
33371,N
33644,N
33910,N
34170,N
34431,N
34698,N
34970,N
35237,N
35499,N
35758,N
36019,N
36292,N
36558,N
36819,N
37091,N
37356,N
37628,N
37893,N
38151,N
38413,N
38683,N
38944,N
39205,N
39462,N
39726,N
39992,N
40261,N
40520,N
40779,N
41055,N
41331,N
41602,N
41867,N
42139,N
42411,N
42685,N
42841,V
42994,V
43415,e
43517,+
43620,V
44045,N
44325,N
44586,V
44879,N
45163,N
45424,V
45693,N
45965,N
46216,V
46499,N
46763,N
46995,V
47295,N
47571,N
47760,V
48091,N
48364,N
48561,V
48903,N
49167,N
49364,V
49529,+
49694,N
49943,V
50165,V
50490,N
50753,N
51032,N
51293,F
51546,N
51806,N
52066,N
52332,F
52598,N
52850,N
53104,N
53373,F
53640,N
53892,N
54146,N
54396,F
54676,N
54947,N
55211,N
55456,F
55753,N
56028,N
56294,N
56551,F
56625,~
56819,N
57086,N
57355,N
57605,N
57857,N
58121,N
58386,N
58483,~
58639,N
58891,N
59061,V
59397,N
59660,N
59915,N
60169,N
60432,N
60704,N
60963,N
61217,N
61477,N
61733,N
61995,N
62188,A
62470,N
62746,N
62985,A
63291,N
63555,N
63815,N
64091,N
64362,N
64639,N
64905,N
65164,N
65431,N
65702,N
65959,N
66211,N
66475,N
66739,N
66960,A
67242,N
67518,N
67740,V
68062,N
68331,N
68596,N
68868,N
69136,N
69408,N
69675,N
69943,N
70204,N
70478,N
70747,N
71012,N
71281,N
71542,N
71812,N
72078,N
72341,N
72600,N
72876,N
