index,annotation_symbol
67,+
197,N
459,N
708,N
965,N
1222,N
1479,N
1741,N
2015,N
2287,N
2550,N
2803,N
3052,N
3303,N
3563,N
3835,N
4102,N
4371,N
4635,N
4901,N
5154,N
5407,N
5561,V
5923,N
6195,N
6468,N
6736,N
6996,N
7246,N
7506,N
7767,N
7922,V
8290,N
8564,N
8829,N
9093,N
9350,N
9600,N
9845,N
10105,N
10380,N
10645,N
10908,N
11168,N
11424,N
11676,N
11931,N
12187,N
12449,N
12625,V
12987,N
13252,N
13507,N
13755,N
14006,N
14253,N
14517,N
14786,N
15053,N
15311,N
15575,N
15834,N
16084,N
16335,N
16590,N
16854,N
17128,N
17398,N
17660,N
17916,N
18168,N
18426,N
18682,N
18946,N
19213,N
19483,N
19747,N
20008,N
20262,N
20515,N
20764,N
21031,N
21202,V
21576,N
21838,N
22100,N
22351,N
22604,N
22860,N
23114,N
23376,N
23641,N
23916,N
24180,N
24429,N
24677,N
24842,V
25191,N
25462,N
25732,N
25997,N
26254,N
26516,N
26771,N
27020,N
27273,N
27529,N
27795,N
28066,N
28335,N
28590,N
28835,N
29089,N
29349,N
29605,N
29869,N
30137,N
30401,N
30662,N
30739,~
30917,N
31165,N
31306,~
31416,N
31669,N
31934,N
32207,N
32476,N
32735,N
32986,N
33234,N
33490,N
33749,N
34010,N
34274,N
34542,N
34818,N
35076,N
35322,N
35571,N
35830,N
36093,N
36366,N
36633,N
36793,V
37151,N
37413,N
37666,N
37915,N
38166,N
38430,N
38692,N
38959,N
39225,N
39477,N
39720,N
39975,N
40231,N
40489,N
40745,N
41009,N
41272,N
41527,N
41781,N
42027,N
42274,N
42524,N
42793,N
43058,N
43322,N
43573,N
43819,N
44061,N
44313,N
44567,N
44816,N
45075,N
45339,N
45608,N
45763,V
46102,N
46347,N
46594,N
46844,N
47107,N
47371,N
47635,N
47888,N
48140,N
48393,N
48643,N
48889,N
49144,N
49410,N
49678,N
49943,N
50198,N
50448,N
50692,N
50949,N
51207,N
51472,N
51736,N
52001,N
52257,N
52512,N
52769,N
53020,N
53271,N
