index,annotation_symbol
102,+
205,/
500,/
812,/
1131,/
1439,/
1736,f
2034,/
2325,/
2629,/
2927,/
3236,/
3545,/
3857,/
4154,/
4436,/
4721,/
5023,/
5338,/
5665,/
5969,/
6261,/
6550,/
6853,/
7152,/
7463,/
7775,/
8080,/
8382,/
8674,/
8957,/
9256,/
9556,/
9883,/
10192,/
10491,/
10778,/
11069,/
11361,/
11673,/
11998,/
12302,/
12603,/
12898,/
13182,/
13484,/
13696,V
14017,/
14328,/
14636,/
14936,/
15222,/
15505,/
15803,/
16124,/
16442,/
16737,/
17038,/
17326,/
17613,/
17923,/
18228,/
18536,/
18847,/
19148,/
19440,/
19723,/
20017,/
20323,/
20643,/
20954,/
21254,/
21545,/
21825,/
22132,/
22445,/
22763,/
23071,/
23376,/
23668,/
23958,/
24259,/
24555,/
24866,/
25180,/
25487,/
25783,/
26066,/
26358,/
26657,/
26969,/
27285,/
27591,/
27881,/
28174,/
28471,/
28767,f
28976,V
29297,f
29537,V
29855,/
30154,/
30440,/
30735,/
31021,f
31131,+
31241,V
31576,f
31823,V
32129,f
32364,V
32671,f
32897,V
33058,+
33219,/
33538,/
33832,/
34144,/
34443,/
34733,/
35024,/
35317,/
35619,/
35928,/
36239,/
36538,/
36825,/
37109,/
37401,/
37725,/
38040,/
38339,/
38640,/
38930,/
39221,/
39525,/
39832,/
40148,/
40454,/
40701,V
41003,f
41302,/
41591,/
41900,/
42216,/
42525,/
42833,/
43126,/
43407,/
43709,/
44032,/
44363,/
44670,/
44976,/
45264,/
45556,/
45866,/
46179,/
46492,/
46807,/
47116,/
47412,/
47690,/
47978,/
48279,/
48593,/
48913,/
49219,/
49509,/
49800,/
50101,/
50405,/
50716,/
51026,/
51328,/
51631,/
51925,/
52213,/
52514,/
52824,/
53144,/
53451,/
53745,/
54030,/
54320,/
54616,/
54935,/
55254,/
55555,/
55857,/
56155,/
56442,/
56739,/
57040,/
57355,/
57661,f
57864,V
58172,f
58442,N
58735,f
59048,/
59370,/
59687,/
59988,/
60286,/
60572,/
60864,/
61173,/
61482,/
61788,/
62098,/
62402,/
62689,/
62980,/
63272,/
63580,/
63904,/
64213,/
64512,/
64795,f
65074,f
65361,N
65559,V
65903,/
66209,/
66517,/
66809,/
67096,f
67227,+
67358,N
67613,N
67804,V
67966,+
