index,annotation_symbol
25,+
70,N
550,N
1021,N
1498,N
1925,N
2340,N
2821,N
3259,N
3667,N
4154,N
4630,N
5071,N
5594,N
6073,N
6510,N
6991,N
7474,N
7920,N
8409,N
8892,N
9326,N
9793,N
10273,N
10713,N
11198,N
11681,N
12145,N
12635,N
13114,N
13530,N
13992,N
14438,N
14848,N
15276,N
15721,N
16111,N
16512,N
16948,N
17352,N
17739,N
18194,N
18620,N
19026,N
19492,N
19915,N
20318,N
20754,N
21165,N
21554,N
22001,N
22456,N
22873,N
23322,N
23759,N
24174,N
24617,N
25061,N
25465,N
25914,N
26350,N
26746,N
27120,N
27476,N
27840,N
28200,N
28541,N
28909,N
29289,N
29659,N
30066,N
30544,N
31001,N
31471,N
31933,N
32365,N
32799,N
33257,N
33674,N
34101,N
34546,N
34953,N
35373,N
35877,N
36304,N
36712,N
37217,N
37643,N
38031,N
38394,N
38743,N
39103,N
39480,N
39843,N
40226,N
40625,N
41017,N
41512,N
42010,N
42492,N
42985,N
43420,N
43864,N
44331,N
44751,N
45142,N
45560,N
46008,N
46429,N
46874,N
47332,N
47700,N
48066,N
48433,N
48813,N
49339,N
49807,N
50288,N
50766,N
51212,N
51683,N
52162,N
52587,N
53077,N
53545,N
53959,N
54398,N
54867,N
55297,N
55715,N
56185,N
56566,N
56947,N
57343,N
57762,N
58304,N
58809,N
59267,N
59747,N
60202,N
60639,N
61109,N
61538,N
61934,N
62358,N
62773,N
63168,N
63566,N
64063,N
64537,N
64939,N
65416,N
65872,N
66256,N
66621,N
66990,N
67346,N
67717,N
68228,N
68704,N
69206,N
69679,N
70151,N
70650,N
71094,N
71529,N
72010,N
72463,N
72885,N
73328,N
73741,N
74135,N
74599,N
75008,N
75378,N
75759,N
76128,N
76633,N
77109,N
77576,N
78072,N
78529,N
78983,N
79430,N
79838,N
80298,N
80728,N
81137,N
81557,N
82010,N
82405,N
82803,N
83171,N
83526,N
83903,N
84267,N
84654,N
85145,N
85614,N
86105,N
86590,N
87025,N
87455,N
87920,N
88346,N
88779,N
89228,N
89653,N
90069,N
90543,N
90975,N
91383,N
91828,N
92286,N
92700,N
93193,N
93628,N
94038,N
94490,N
94939,N
95347,N
95799,N
96244,N
96652,N
97105,N
97505,N
97882,N
98251,N
98606,N
98970,N
99325,N
99686,N
100046,N
100410,N
100915,N
101373,N
101842,N
102338,N
102792,N
103270,N
103768,N
104211,N
104662,N
105119,N
105541,N
105988,N
106467,N
106907,N
107361,N
107841,N
108286,N
108742,N
109231,N
109660,N
110130,N
110592,N
111014,N
111463,N
111888,N
112252,N
112611,N
112979,N
113336,N
113752,N
114278,N
114760,N
115241,N
115698,N
116156,N
116635,N
117078,N
117519,N
117975,N
118392,N
118851,N
119321,N
119745,N
120206,N
120663,N
121084,N
121557,N
122019,N
122439,N
122871,N
123261,N
123617,N
123987,N
124355,N
124743,N
125284,N
125775,N
126258,N
126751,N
127192,N
127677,N
128147,N
128575,N
129025,N
129483,N
129906,N
130310,N
130758,N
131187,N
131587,N
132014,N
132404,N
132828,N
133281,N
133708,N
134162,N
134615,N
135030,N
