index,annotation_symbol
13,+
68,R
369,R
674,R
980,R
1284,R
1587,R
1879,R
2175,R
2475,R
2766,R
3054,R
3364,R
3674,R
3978,R
4282,R
4580,R
4883,R
5171,R
5464,R
5762,R
6057,R
6351,R
6644,R
6929,R
7215,R
7506,R
7793,R
8082,R
8378,R
8664,R
8966,R
9266,R
9565,R
9875,R
10178,R
10480,R
10789,R
11046,V
11383,R
11687,R
11991,R
12294,R
12595,R
12898,R
13199,R
13497,R
13790,R
14071,R
14359,R
14638,R
14916,R
15209,R
15497,R
15789,R
16090,R
16393,R
16701,R
17006,R
17313,R
17622,R
17933,R
18243,R
18548,R
18854,R
19157,R
19459,R
19761,R
20055,R
20360,R
20655,R
20957,R
21267,R
21566,R
21868,R
22176,R
22474,R
22777,R
23076,R
23373,R
23667,R
23968,R
24272,R
24566,R
24863,R
25169,R
25473,R
25775,R
26078,R
26375,R
26674,R
26976,R
27278,R
27575,R
27873,R
28177,R
28469,R
28767,R
29060,R
29350,R
29648,R
29947,R
30240,R
30537,R
30830,R
31121,R
31412,R
31704,R
31986,R
32272,R
32560,R
32850,R
33141,R
33429,R
33656,A
33983,R
34290,R
34578,R
34864,R
35151,R
35385,A
35700,R
35993,R
36277,R
36563,R
36843,R
37131,R
37419,R
37706,R
37931,A
38260,R
38488,V
38850,R
39146,R
39428,R
39713,R
39994,R
40284,R
40520,A
40827,R
41126,R
41413,R
41707,R
41998,R
42286,R
42582,R
42876,R
43175,R
43473,R
43766,R
44061,R
44350,R
44642,R
44935,R
45231,R
45522,R
45810,R
46111,R
46405,R
46694,R
46991,R
47284,R
47568,R
47861,R
48147,R
48429,R
48714,R
49010,R
49295,R
49589,R
49881,R
50177,R
50475,R
50776,R
51080,R
51380,R
51683,R
51989,R
52293,R
52590,R
52895,R
53201,R
53503,R
53810,R
54117,R
54420,R
54728,R
55036,R
55336,R
55639,R
55950,R
56252,R
56554,R
56863,R
57158,R
57459,R
57758,R
58051,R
58350,R
58637,R
58933,R
59228,R
59522,R
59817,R
60111,R
60396,R
60686,R
60914,A
61234,R
61528,R
61824,R
62109,R
62399,R
62692,R
62976,R
63269,R
63560,R
63851,R
64144,R
64440,R
64520,x
64954,R
65276,R
65575,R
65870,R
66160,R
66446,R
66746,R
67037,R
67327,R
67625,R
67921,R
68213,R
68517,R
68821,R
68923,x
69375,R
69697,R
70008,R
70319,R
70614,R
70913,R
71208,R
71505,R
71752,A
72103,R
72342,A
72717,R
73038,R
73349,R
73664,R
73970,R
74268,R
74576,R
74877,R
75169,R
75459,R
75759,R
76057,R
76356,R
76657,R
76957,R
77256,R
77559,R
77863,R
78162,R
78461,R
78769,R
79075,R
79377,R
79680,R
79980,R
80282,R
80593,R
80858,V
81190,R
81492,R
81797,R
82091,R
82385,R
82680,R
82974,R
83268,R
83560,R
83855,R
84143,R
84427,R
84716,R
85004,R
85294,R
85586,R
85875,R
86163,R
86455,R
86753,R
87035,R
87321,R
87620,R
87905,R
88203,R
88495,R
88791,R
89098,R
89398,R
89702,R
90000,R
90300,R
90612,R
90924,R
91224,R
91530,R
91838,R
92147,R
92463,R
92780,R
93093,R
93418,R
93738,R
93918,~
94056,R
94355,R
94667,R
94972,R
95150,~
95284,R
95580,R
95872,R
96163,R
96450,R
96744,R
97038,R
97326,R
97618,R
97914,R
98209,R
98513,R
98810,R
99025,A
99354,R
99661,R
99952,R
100242,R
100535,R
100758,A
101077,R
101384,R
101671,R
101959,R
102253,R
102488,A
102822,R
103143,R
103214,x
103669,R
103997,R
104297,R
104592,R
104895,R
105188,R
105466,R
105781,R
106076,R
106376,R
106668,R
106960,R
107269,R
107565,R
107858,R
108155,R
108450,R
108741,R
109014,R
109300,R
109576,R
109814,A
110121,R
110410,R
110694,R
110978,R
111265,R
111496,A
111823,R
112124,R
112425,R
112717,R
113008,R
113313,R
113603,R
113896,R
114195,R
114489,R
114786,R
115083,R
115381,R
115680,R
115977,R
116278,R
116580,R
116881,R
117177,R
117479,R
117779,R
118067,R
118362,R
118656,R
118949,R
119254,R
119550,R
119848,R
120146,R
120454,R
120756,R
121049,R
121358,R
121656,R
121959,R
122260,R
122555,R
122856,R
123139,R
123429,R
123731,R
124015,R
124310,R
124604,R
124894,R
125194,R
125474,R
125696,A
126043,R
126350,R
126650,R
126942,R
127155,A
127470,R
127705,A
128051,R
128284,A
128621,R
128853,A
129202,R
129502,R
129796,R
130000,A
130319,R
130615,R
130814,~
130905,R
131193,R
131475,R
131747,R
132027,R
132306,R
132577,R
132845,R
133045,~
133122,R
133394,R
133665,R
133943,R
134223,R
134493,R
134769,R
135046,R
135312,R
135581,R
135841,R
136107,R
136370,R
136637,R
136901,R
137166,R
137431,R
137694,R
137964,R
138234,R
138500,R
138756,R
139028,R
139292,R
139554,R
139821,R
140091,R
140353,R
140616,R
140889,R
141153,R
141418,R
141653,A
141941,R
142199,R
142462,R
142720,R
142978,R
143232,R
143487,R
143740,R
143996,R
144250,R
144503,R
144750,R
145002,R
145256,R
145504,R
145759,R
146012,R
146260,R
146504,R
146759,R
147013,R
147260,R
147502,R
147749,R
147995,R
148238,R
148483,R
148729,R
148972,R
149215,R
149460,R
149706,R
149952,R
150198,R
150443,R
150682,R
150928,R
151171,R
151414,R
151654,R
151900,R
152140,R
152377,R
152614,R
152863,R
153104,R
153343,R
153581,R
153829,R
154066,R
154307,R
154553,R
154803,R
155044,R
155291,R
155536,R
155785,R
156029,R
156274,R
156515,R
156757,R
157002,R
157247,R
157489,R
157735,R
157983,R
158173,A
158457,R
158715,R
158969,R
159223,R
159473,R
159728,R
159980,R
160229,R
160483,R
160740,R
160989,R
161237,R
161485,R
161674,A
161949,R
162202,R
162450,R
162698,R
162946,R
163198,R
163454,R
163707,R
163965,R
164224,R
164478,R
164743,R
165003,R
165261,R
165518,R
165783,R
165956,V
166214,A
166529,R
166805,R
167068,R
167334,R
167601,R
167870,R
168135,R
168401,R
168665,R
168923,R
169185,R
169445,R
169708,R
169965,R
170222,R
170474,R
170740,R
170997,R
171260,R
171511,R
171776,R
172035,R
172294,R
172560,R
172824,R
173079,R
173330,R
173595,R
173848,R
174106,R
174357,R
174616,R
174864,R
175124,R
175381,R
175644,R
175895,R
176155,R
176413,R
176662,R
176941,R
177201,R
177457,R
177717,R
177888,V
178197,R
178503,R
178769,R
179030,R
179287,R
179555,R
179782,A
180073,R
180270,V
180602,R
180863,R
181122,R
181388,R
181647,R
181903,R
182162,R
182407,R
182681,R
182945,R
183200,R
183458,R
183715,R
183974,R
184187,A
184479,R
184739,R
184997,R
185254,R
185534,R
185779,R
186032,R
186283,R
186472,A
186756,R
187010,R
187269,R
187526,R
187772,R
188023,R
188274,R
188526,R
188774,R
189025,R
189273,R
189520,R
189767,R
190019,R
190267,R
190514,R
190763,R
190944,A
191222,R
191480,R
191729,R
191977,R
192225,R
192477,R
192723,R
192969,R
193221,R
193445,R
193719,R
193973,R
194237,R
194496,R
194756,R
195018,R
195285,R
195547,R
195813,R
196077,R
196344,R
196610,R
196880,R
197150,R
197422,R
197691,R
197961,R
198230,R
198502,R
198772,R
199046,R
199324,R
199600,R
199791,A
200095,R
200380,R
200575,A
200891,R
201165,R
201442,R
201715,R
201995,R
202273,R
202553,R
202835,R
203115,R
203401,R
203685,R
203965,R
204247,R
204421,V
204808,R
205089,R
205375,R
205652,R
205925,R
206210,R
206491,R
206770,R
207049,R
207335,R
207611,R
207889,R
208170,R
208444,R
208723,R
208996,R
209275,R
209552,R
209830,R
210104,R
210383,R
210660,R
210934,R
211217,R
211489,R
211755,R
212023,R
212298,R
212567,R
212832,R
213104,R
213374,R
213643,R
213917,R
214197,R
214468,R
214744,R
215023,R
215302,R
215586,R
215862,R
216142,R
216422,R
216701,R
216981,R
217180,A
217486,R
217763,R
218041,R
218318,R
218593,R
218860,R
219137,R
219410,R
219682,R
219961,R
220237,R
220507,R
220782,R
221065,R
221331,R
221609,R
221883,R
222157,R
222426,R
222698,R
222973,R
223246,R
223521,R
223793,R
224067,R
224343,R
224617,R
224895,R
225166,R
225441,R
225715,R
226001,R
226272,R
226463,A
226767,R
227053,R
227324,R
227593,R
227866,R
228125,R
228396,R
228669,R
228946,R
229218,R
229495,R
229770,R
230045,R
230330,R
230602,R
230877,R
231154,R
231427,R
231699,R
231983,R
232255,R
232524,R
232803,R
233080,R
233361,R
233625,R
233905,R
234188,R
234464,R
234753,R
234950,A
235257,R
235535,R
235819,R
236097,R
236376,R
236650,R
236932,R
237216,R
237502,R
237789,R
238075,R
238361,R
238646,R
238944,R
239229,R
239424,A
239740,R
240025,R
240312,R
240529,A
240878,R
241173,R
241473,R
241777,R
242075,R
242384,R
242686,R
242996,R
243313,R
243618,R
243934,R
244242,R
244545,R
244863,R
245173,R
245473,R
245785,R
246091,R
246389,R
246693,R
246993,R
247287,R
247587,R
247889,R
248187,R
248481,R
248784,R
249097,R
249408,R
249721,R
250043,R
250362,R
250677,R
250998,R
251315,R
251628,R
251946,R
252253,R
252563,R
252873,R
253169,R
253370,A
253715,R
254020,R
254329,R
254644,R
254954,R
255276,R
255600,R
255916,R
256232,R
256549,R
256866,R
257184,R
257491,R
257805,R
258118,R
258430,R
258747,R
259057,R
259366,R
259682,R
259987,R
260291,R
260598,R
260899,R
261121,A
261481,R
261780,R
262084,R
262388,R
262594,A
262921,R
263216,R
263414,A
263733,R
263961,A
264290,R
264579,R
264862,R
265138,R
265425,R
265702,R
265980,R
266252,R
266535,R
266808,R
267083,R
267368,R
267642,R
267814,V
268180,R
268455,R
268720,R
268990,R
269217,A
269262,~
269511,R
269712,~
269779,R
270050,R
270317,R
270586,R
270856,R
271122,R
271396,R
271667,R
271933,R
272193,R
272413,A
272712,R
272976,R
273246,R
273516,R
273777,R
273967,A
274271,R
274538,R
274806,R
275067,R
275339,R
275546,A
275853,R
276126,R
276398,R
276666,R
276932,R
277191,R
277460,R
277682,A
277974,R
278238,R
278496,R
278758,R
279014,R
279247,A
279535,R
279801,R
280069,R
280349,R
280617,R
280893,R
281168,R
281439,R
281717,R
282003,R
282289,R
282568,R
282853,R
283144,R
283432,R
283722,R
284006,R
284295,R
284582,R
284865,R
285154,R
285449,R
285732,R
286016,R
286313,R
286528,A
286837,R
287137,R
287433,R
287725,R
288017,R
288312,R
288600,R
288896,R
289193,R
289490,R
289793,R
290085,R
290382,R
290680,R
290975,R
291273,R
291562,R
291846,R
292070,A
292367,R
292649,R
292922,R
293206,R
293481,R
293758,R
294045,R
294330,R
294612,R
294898,R
295193,R
295478,R
295769,R
296057,R
296343,R
296640,R
296928,R
297222,R
297515,R
297805,R
298107,R
298402,R
298695,R
298993,R
299288,R
299580,R
299687,x
300145,R
300468,R
300778,R
301089,R
301381,R
301668,R
301958,R
302242,R
302533,R
302823,R
303108,R
303395,R
303676,R
303960,R
304244,R
304524,R
304796,R
305077,R
305354,R
305576,A
306016,R
306322,R
306600,R
306885,R
307100,A
307394,R
307675,R
307952,R
308225,R
308496,R
308775,R
309048,R
309318,R
309535,A
309820,R
310099,R
310382,R
310657,R
310750,x
311151,R
311455,R
311734,R
312016,R
312292,R
312559,R
312844,R
313117,R
313388,R
313666,R
313947,R
314160,A
314461,R
314762,R
315044,R
315333,R
315617,R
315902,R
316186,R
316470,R
316755,R
317033,R
317320,R
317603,R
317887,R
318174,R
318459,R
318752,R
319041,R
319333,R
319550,A
319919,R
320241,R
320550,R
320863,R
321161,R
321454,R
321755,R
322043,R
322330,R
322622,R
322906,R
323196,R
323494,R
323786,R
324079,R
324370,R
324665,R
324957,R
325247,R
325528,R
325821,R
326110,R
326403,R
326699,R
326987,R
327277,R
327567,R
327864,R
328154,R
328440,R
328732,R
329011,R
329302,R
329591,R
329877,R
330105,A
330544,R
