index,annotation_symbol
67,+
225,V
487,N
689,V
964,N
1147,V
1433,N
1610,V
1882,N
2072,V
2331,N
2506,V
2784,N
2989,V
3300,N
3484,V
3611,+
3738,N
3975,N
4201,N
4416,N
4646,N
4880,N
5134,N
5381,N
5605,N
5821,N
6087,N
6285,V
6547,N
6718,V
7076,N
7260,V
7455,V
7899,N
8074,V
8394,N
8577,V
8726,V
9170,N
9384,V
9710,N
9963,N
10197,N
10436,N
10673,N
10901,N
11132,N
11361,N
11617,N
11857,N
12159,N
12364,V
12721,N
12900,V
13052,V
13522,N
13733,V
14101,N
14360,N
14449,+
14538,V
14903,N
15085,V
15410,N
15595,V
15761,+
15928,N
16195,N
16290,+
16385,V
16695,N
16880,V
17164,N
17338,V
17666,N
17860,V
18199,N
18383,V
18540,+
18697,N
18939,N
19033,+
19128,V
19432,N
19606,V
19915,N
20099,V
20430,N
20641,V
20953,N
21120,V
21390,N
21574,V
21873,N
22057,V
22222,+
22388,N
22646,N
22880,N
23122,N
23347,N
23602,N
23857,N
24098,N
24341,N
24595,N
24824,N
25102,N
25313,V
25627,N
25795,V
25993,V
26387,N
26491,+
26595,V
26918,N
27109,V
27474,N
27652,V
28018,N
28203,V
28559,N
28747,V
29108,N
29311,V
29486,+
29662,N
29896,N
30123,N
30204,+
30286,V
30597,N
30788,V
31128,N
31323,V
31615,N
31793,V
32095,N
32286,V
32599,N
32770,V
32934,+
33099,N
33367,N
33637,N
33908,N
34159,N
34408,N
34660,N
34945,N
35234,N
35531,N
35884,N
35985,+
36087,V
36445,N
36629,V
36994,N
37184,V
37556,N
37789,V
38127,N
38319,V
38635,N
38810,V
39129,N
39210,+
39319,V
39484,V
39791,V
40109,+
40200,N
40377,V
40688,N
40889,V
41164,N
41355,V
41732,N
41928,V
42102,+
42277,N
42542,N
42636,+
42730,V
43032,N
43212,V
43516,N
43722,V
44063,N
44261,V
44569,N
44756,V
45060,N
45245,V
45569,N
45759,V
46085,N
46270,V
46439,+
46608,N
46835,N
46931,+
47027,V
47352,N
47544,V
47857,N
48043,V
48208,+
48374,N
48710,N
49016,N
49273,N
49553,N
49834,N
50112,N
50385,N
50660,N
50927,N
51197,N
51461,N
51707,N
