index,annotation_symbol
0,+
28,N
313,N
612,N
916,N
1213,N
1518,N
1816,N
2121,N
2424,N
2723,N
3026,N
3330,N
3623,N
3925,N
4225,N
4531,N
4832,N
5128,N
5434,N
5741,N
6034,N
6340,N
6638,N
6942,N
7244,N
7536,N
7841,N
8143,N
8440,N
8739,N
9038,N
9343,N
9638,N
9934,N
10238,N
10537,N
10834,N
11139,N
11437,N
11743,N
12040,N
12335,N
12645,N
12948,N
13244,N
13550,N
13847,N
14155,N
14453,N
14754,N
15066,N
15366,N
15659,N
15962,N
16259,N
16552,N
16846,N
17140,N
17443,N
17742,N
17936,A
18288,N
18598,N
18908,N
19216,N
19522,N
19839,N
20147,N
20442,N
20740,N
21047,N
21349,N
21643,N
21945,N
22248,N
22543,N
22843,N
23147,N
23454,N
23759,N
24060,N
24372,N
24678,N
24978,N
25283,N
25588,N
25894,N
26200,N
26505,N
26813,N
27120,N
27424,N
27728,N
28039,N
28343,N
28640,N
28950,N
29254,N
29548,N
29848,N
30144,N
30446,N
30742,N
31031,N
31341,N
31649,N
31944,N
32245,N
32542,N
32844,N
33142,N
33437,N
33739,N
34037,N
34329,N
34627,N
34927,N
35236,N
35542,N
35848,N
36160,N
36467,N
36771,N
37076,N
37388,N
37696,N
38002,N
38313,N
38621,N
38924,N
39233,N
39538,N
39847,N
40152,N
40455,N
40767,N
41068,N
41365,N
41673,N
41977,N
42280,N
42578,N
42875,N
43182,N
43484,N
43782,N
44084,N
44390,N
44697,N
44997,N
45297,N
45607,N
45912,N
46210,N
46507,N
46806,N
47108,N
47404,N
47701,N
48008,N
48310,N
48610,N
48908,N
49214,N
49522,N
49823,N
50129,N
50433,N
50731,N
51029,N
51330,N
51633,N
51936,N
52237,N
52542,N
52849,N
53148,N
53452,N
53761,N
54069,N
54367,N
54663,N
54972,N
55278,N
55573,N
55871,N
56175,N
56481,N
56780,N
57079,N
57389,N
57692,N
57991,N
58294,N
58597,N
58898,N
59198,N
59497,N
59798,N
60095,N
60391,N
60694,N
61003,N
61302,N
61604,N
61916,N
62222,N
62520,N
62819,N
63122,N
63432,N
63726,N
64024,N
64332,N
64633,N
64931,N
65229,N
65529,N
65836,N
66136,N
66437,N
66747,N
67045,N
67342,N
67641,N
67943,N
68244,N
68541,N
68844,N
69149,N
69447,N
69746,N
70049,N
70352,N
70653,N
70952,N
71258,N
71555,N
71850,N
72150,N
72449,N
72752,N
73049,N
73343,N
73657,N
73962,N
74259,N
74563,N
74865,N
75175,N
75476,N
75769,N
76082,N
76390,N
76689,N
76991,N
77295,N
77608,N
77910,N
78213,N
78523,N
78832,N
79132,N
79439,N
79748,N
80051,N
80356,N
80667,N
80981,N
81293,N
81608,N
81918,N
82233,N
82533,N
82832,N
83151,N
83459,N
83766,N
84076,N
84383,N
84702,N
85016,N
85326,N
85646,N
85959,N
86275,N
86593,N
86923,N
87244,N
87566,N
87900,N
88221,N
88531,N
88846,N
89166,N
89483,N
89795,N
90113,N
90424,N
90730,N
91038,N
91342,N
91655,N
91962,N
92271,N
92588,N
92900,N
93210,N
93518,N
93830,N
94144,N
