index,annotation_symbol
18,+
95,N
253,N
478,N
673,N
873,N
1076,N
1272,N
1466,N
1655,N
1849,N
2047,N
2236,N
2433,N
2632,N
2832,N
3021,N
3219,N
3408,N
3603,N
3806,N
4007,N
4200,N
4401,N
4592,N
4785,N
4976,N
5172,N
5374,N
5571,N
5771,N
5963,N
6156,N
6347,N
6543,N
6742,N
6941,N
7134,N
7333,N
7522,N
7715,N
7914,N
8107,N
8302,N
8497,N
8699,N
8898,N
9095,N
9284,N
9481,N
9681,N
9882,N
10074,N
10273,N
10462,N
10656,N
10850,N
11042,N
11236,N
11433,N
11636,N
11827,N
12021,N
12214,N
12409,N
12606,N
12808,N
13005,N
13203,N
13391,N
13585,N
13781,N
13978,N
14173,N
14369,N
14568,N
14763,N
14957,N
15146,N
15339,N
15536,N
15736,N
15929,N
16127,N
16320,N
16512,N
16706,N
16905,N
17095,N
17296,N
17499,N
17695,N
17886,N
18080,N
18272,N
18471,N
18671,N
18866,N
19061,N
19253,N
19446,N
19636,N
19834,N
20026,N
20222,N
20418,N
20615,N
20809,N
21004,N
21192,N
21387,N
21591,N
21791,F
21990,N
22184,N
22374,N
22571,N
22728,A
22953,N
23154,N
23350,N
23554,N
23744,N
23936,N
24127,N
24328,N
24526,N
24725,N
24920,N
25116,N
25305,N
25498,N
25696,N
25894,N
26092,N
26288,N
26486,N
26680,N
26881,N
27069,N
27262,N
27461,N
27662,N
27855,N
28050,N
28241,N
28435,N
28629,N
28825,N
29020,N
29216,N
29417,N
29617,N
29813,N
30006,N
30206,N
30406,N
30610,N
30801,N
31003,N
31194,N
31389,N
31586,N
31782,N
31977,N
32177,N
32378,N
32569,N
32764,N
32960,N
33153,N
33348,N
33549,N
33748,N
33945,N
34135,N
34334,N
34530,N
34727,N
34927,N
35123,N
35323,N
35522,N
35720,N
35912,N
36105,N
36304,N
36506,N
36697,N
36899,N
37087,N
37283,N
37477,N
37676,N
37871,N
38069,N
38267,N
38466,N
38661,N
38856,N
39049,N
39249,N
39447,N
39643,N
39843,F
40036,N
40230,N
40421,N
40621,N
40811,N
41006,N
41206,N
41402,N
41595,N
41790,N
41981,N
42178,N
42380,N
42582,F
42777,N
42969,F
43165,N
43362,F
43560,N
43751,V
43953,N
44159,F
44355,N
44550,F
44747,N
44939,F
45135,N
45333,N
45530,N
45729,F
45921,N
46122,F
46306,N
46507,F
46701,N
46904,F
47101,N
47296,F
47489,N
47683,F
47876,N
48073,F
48270,N
48469,F
48666,N
48861,F
49052,N
49243,F
49444,N
49631,F
49831,N
49998,V
50232,N
50423,F
50618,N
50815,F
51010,N
51210,F
51409,N
51604,N
51800,N
51994,N
52189,N
52384,N
52574,N
52776,N
52973,N
53173,F
53362,N
53560,F
53750,N
53845,+
53940,V
54141,N
54341,V
54535,N
54720,V
54821,+
54923,N
55114,F
55310,N
55505,N
55701,N
55894,F
56098,N
56290,F
56484,N
56676,F
56870,N
57069,F
57268,N
57445,V
57659,N
57848,F
58040,N
58238,F
58426,N
58625,F
58822,N
59024,F
59212,N
59408,F
59602,N
59796,F
59995,N
60165,V
60396,N
60594,V
60784,N
60982,F
61176,N
61371,F
61569,N
61767,N
61966,N
62158,N
62355,N
62548,N
62742,N
62939,F
63142,N
63318,V
63537,N
63727,N
63921,N
64118,F
64310,N
64503,F
64706,N
64906,F
65101,N
65296,F
65487,N
65685,F
65884,N
66084,F
66279,N
66479,N
66666,N
66860,N
67050,N
67243,F
67438,N
67635,V
67833,N
68030,V
68230,N
68422,F
68614,N
68815,F
69020,N
69215,F
69411,N
69603,F
69804,N
69999,N
70194,N
70388,N
70590,N
70787,F
70985,N
71178,V
71371,N
71534,V
71764,N
71965,F
72160,N
72362,F
72555,N
72748,F
72942,N
73141,F
73335,N
73536,F
73737,N
73938,F
74131,N
74330,F
74526,N
74721,F
74923,N
75122,F
75322,N
75512,F
75703,N
75896,V
76100,N
76291,F
76488,N
76687,N
76884,N
77075,N
77274,N
77464,F
77661,N
77867,V
78064,N
78258,F
78456,N
78654,F
78845,N
79043,F
79238,N
79436,F
79632,N
79830,F
80023,N
80218,F
80410,N
80606,F
80802,N
81004,F
81189,F
81394,N
81585,N
81781,N
81981,N
82179,F
82382,N
82579,F
82779,N
82976,F
83170,N
83359,F
83559,N
83758,F
83957,N
84153,F
84350,N
84539,F
84734,N
84933,F
85123,N
85324,F
85524,N
85722,N
85914,N
86113,N
86306,N
86503,N
86707,N
86907,F
87101,N
87301,V
87442,N
87675,F
87884,N
88078,N
88275,N
88468,N
88668,N
88859,N
89051,N
89240,F
89437,N
89637,F
89838,N
90032,V
90231,N
90423,N
90620,N
90822,N
91010,N
91210,N
91410,N
91615,N
91806,N
92003,F
92201,N
92397,F
92591,N
92788,F
92983,N
93152,V
93381,N
93571,N
93768,N
93964,N
94167,N
94362,N
94561,N
94753,N
94952,N
95145,N
95340,N
95537,N
95734,N
95831,+
95929,V
96127,N
96314,V
96508,N
96688,V
96794,+
96900,N
97094,F
97286,N
97491,N
97681,N
97874,F
98068,N
98264,N
98463,N
98663,N
98858,N
99059,N
99250,N
99445,F
99646,N
99823,V
100036,N
100236,N
100436,N
100637,N
100833,N
101024,N
101218,N
101418,N
101618,N
101811,F
