index,annotation_symbol
100,+
243,R
693,R
1119,R
1552,R
1989,R
2444,R
2885,R
3307,R
3744,R
4156,R
4594,R
5016,R
5457,R
5878,R
6327,R
6756,R
7200,R
7633,R
8072,R
8500,R
8936,R
9356,R
9794,R
10220,R
10661,R
11087,R
11517,R
11952,R
12386,R
12812,R
13236,R
13671,R
14100,R
14528,R
14981,R
15419,R
15865,R
16316,R
16768,R
17200,R
17650,R
18089,R
18538,R
18983,R
19416,R
19869,R
20318,R
20772,R
21222,R
21651,R
22093,R
22532,R
22988,R
23423,R
23898,R
24362,R
24815,R
25252,R
25688,R
26108,R
26540,R
26953,R
27396,R
27852,R
28278,R
28726,R
29139,R
29575,R
30022,R
30450,R
30888,R
31319,R
31755,R
32196,R
32642,R
33085,R
33517,R
33957,R
34397,R
34843,R
35266,R
35689,R
36127,R
36586,R
37033,R
37480,R
37934,R
38370,R
38826,R
39276,R
39717,R
40173,R
40637,R
41088,R
41516,R
41960,R
42380,R
42823,R
43248,R
43680,R
44110,R
44557,R
44975,R
45423,R
45862,R
46298,R
46746,R
47170,R
47608,R
48057,R
48492,R
48928,R
49347,R
49787,R
50211,R
50645,R
51074,R
51507,R
51951,R
52382,R
52827,R
53246,R
53666,R
54105,R
54533,R
54979,R
55394,R
55831,R
56275,R
56710,R
57144,R
57571,R
58017,R
58436,R
58873,R
59295,R
59722,R
60161,R
60587,R
61020,R
61431,R
61871,R
62300,R
62732,R
63153,R
63575,R
64008,R
64422,R
64867,R
65286,R
65712,R
66146,R
66580,R
67013,R
67445,R
67891,R
68321,R
68763,R
69199,R
69623,R
70070,R
70513,R
70945,R
71383,R
71830,R
72265,R
72716,R
73143,R
73576,R
74005,R
74433,R
74879,R
75305,R
75749,R
76201,R
76663,R
77102,R
77545,R
77990,R
78423,R
78873,R
79310,R
79768,R
80228,R
80678,R
81121,R
81560,R
82007,R
82443,R
82881,R
83317,R
83749,R
84196,R
84637,R
85083,R
85514,R
85948,R
86385,R
86822,R
87253,R
87687,R
88134,R
88576,R
89022,R
89458,R
89884,R
90321,R
90759,R
91178,R
91609,R
92051,R
92473,R
92924,R
93356,R
93777,R
94209,R
94638,R
95065,R
95468,R
95890,R
96299,R
96735,R
97144,R
97576,R
98001,R
98414,R
98830,R
99235,R
99636,R
100044,R
100434,R
100829,R
101206,R
101586,R
101952,R
102323,R
102694,R
103055,R
103283,+
103413,J
103766,J
104126,J
104474,J
104828,J
105165,J
105502,J
105837,J
106175,J
106507,J
106851,J
107184,J
107529,J
107874,J
108189,V
108572,J
108933,J
109279,J
109492,V
109884,J
110246,J
110593,J
110956,J
111314,J
111682,J
111960,+
112071,F
112445,V
112820,V
113180,V
113547,V
113913,V
114287,V
114655,V
115037,V
115412,V
115783,V
116173,V
116550,V
116937,V
117319,V
117705,V
118105,V
118495,V
118918,V
119315,F
119599,+
119705,J
120091,J
120464,J
120854,J
121231,J
121618,J
121880,+
122008,R
122394,R
122777,R
123151,R
123530,R
123921,R
124318,R
124707,R
125103,R
125474,R
125859,R
126239,R
126626,R
127013,R
127386,R
127776,R
128158,R
128538,R
128927,R
129309,R
129687,R
130066,R
130444,R
130827,R
131206,R
131589,R
131991,R
132374,R
132779,R
133156,R
133556,R
133943,R
134353,R
134745,R
135162,R
135562,R
135962,R
136370,R
136771,R
137175,R
137560,R
137955,R
138352,R
138749,R
139144,R
139527,R
139900,R
140300,R
140700,R
141104,R
141502,R
141897,R
142299,R
142685,R
143097,R
143491,R
143909,R
144313,R
144743,R
145151,R
145565,R
145963,R
146390,R
146795,R
147218,R
147615,R
148026,R
148415,R
148821,R
149209,R
149613,R
150009,R
150414,R
150843,R
151247,R
151649,R
152045,R
152443,R
152824,R
153207,R
153595,R
153989,R
154372,R
154769,R
155156,R
155562,R
155958,R
156369,R
156778,R
157175,R
157569,R
157981,R
158387,R
158796,R
159194,R
159593,R
160001,R
160347,A
160815,R
161235,R
161653,R
162070,R
162482,R
162891,R
163297,R
163696,R
164109,R
164503,R
164924,R
165326,R
165750,R
166179,R
166605,R
167027,R
167457,R
167859,R
168285,R
168692,R
169131,R
169534,R
169961,R
170368,R
170788,R
171190,R
171615,R
172019,R
172431,R
172831,R
173240,R
173635,R
174032,R
174426,R
174820,R
175219,R
175601,R
175997,R
176377,R
176766,R
177152,R
177554,R
177958,R
178375,R
178797,R
179206,R
179621,R
180038,R
180464,R
180896,R
181320,R
181734,R
182171,R
182588,R
183030,R
183458,R
183896,R
184323,R
184765,R
185197,R
185638,R
186066,R
186495,R
186911,R
187327,R
187744,R
188182,R
188600,R
189050,R
189479,R
189889,R
190317,R
190719,R
191123,R
191498,R
191888,R
192314,R
192707,R
193119,R
193515,R
193913,R
194300,R
194654,R
195045,R
195418,R
195784,R
196166,R
196530,R
196908,R
197279,R
197641,R
197744,~
198024,R
198403,R
198766,R
199151,R
199531,R
199880,R
200243,R
200595,R
200963,R
201352,R
201748,R
202140,R
202433,~
202548,R
202945,R
203346,R
203752,R
204155,R
204566,R
204973,R
205382,R
205795,R
206202,R
206614,R
207015,R
207414,R
207813,R
208218,R
208624,R
209023,R
209426,R
209818,R
210233,R
210631,R
211044,R
211434,R
211834,R
212233,R
212628,R
213021,R
213402,R
213799,R
214207,R
214604,R
215006,R
215405,R
215782,R
216189,R
216572,R
216985,R
217369,R
217763,R
218161,R
218551,R
218947,R
219335,R
219720,R
219980,V
220482,j
220873,R
221263,R
221538,V
222007,j
222404,R
222813,R
223198,R
223585,R
223966,R
224363,R
224751,R
225155,R
225541,R
225935,R
226329,R
226633,+
226731,F
227138,F
227537,V
227934,V
228327,V
228740,V
229152,V
229552,F
229840,+
229955,R
230361,R
230750,R
231152,R
231531,R
231927,R
232320,R
232720,R
233117,R
233501,R
233892,R
234277,R
234678,R
235072,R
235472,R
235851,R
236258,R
236643,R
237055,R
237446,R
237846,R
238247,R
238651,R
239055,R
239456,R
239857,R
240272,R
240682,R
241094,R
241498,R
241916,R
242334,R
242754,R
243170,R
243580,R
244013,R
244443,R
244872,R
245281,R
245693,R
246113,R
246507,R
246910,R
247282,R
247677,R
248065,R
248451,R
248865,R
249244,R
249646,R
250046,R
250444,R
250852,R
251228,R
251626,R
252009,R
252400,R
252796,R
253177,R
253569,R
253970,R
254382,R
254774,R
255174,R
255555,R
255950,R
256338,R
256740,R
257140,R
257548,R
257948,R
258371,R
258787,R
259202,R
259606,R
260031,R
260427,R
260840,R
261232,R
261636,R
262045,R
262446,R
262856,R
263246,R
263645,R
264044,R
264447,R
264851,R
265256,R
265656,R
266075,R
266464,R
266880,R
267266,R
267668,R
268068,R
268466,R
268876,R
269282,R
269687,R
270094,R
270503,R
270911,R
271323,R
271716,R
272138,R
272541,R
272964,R
273362,R
273767,R
274176,R
274594,R
275019,R
275424,R
275834,R
276245,R
276655,R
277062,R
277467,R
277873,R
278283,R
278688,R
279101,R
279496,R
279901,R
280298,R
280704,R
281096,R
281489,R
281880,R
282298,R
282708,R
283120,R
283523,R
283929,R
284348,R
284757,R
285173,R
285572,R
285991,R
286397,R
286816,R
287216,R
287657,R
288089,R
288502,R
288912,R
289321,R
289720,R
290129,R
290530,R
290953,R
291364,R
291761,R
292190,R
292601,R
293032,R
293437,R
293837,R
294239,R
294659,R
295067,R
295489,R
295900,R
296152,V
296721,R
297135,R
297551,R
297979,R
298374,R
298791,R
299185,R
299594,R
300006,R
300412,R
300846,R
301274,R
301701,R
302119,R
302540,R
302948,R
303358,R
303746,R
304148,R
304540,R
304936,R
305334,R
305726,R
306146,R
306543,R
306970,R
307369,R
307778,R
308192,R
308606,R
309024,R
309423,R
309830,R
310247,R
310672,R
311093,R
311499,R
311909,R
312314,R
312738,R
313142,R
313561,R
313973,R
314396,R
314818,R
315239,R
315644,R
316066,R
316486,R
316912,R
317335,R
317739,R
318175,R
318590,R
319020,R
319426,R
319856,R
320262,R
320691,R
321099,R
321518,R
321933,R
322349,R
322784,R
323190,R
323601,R
324034,R
324454,R
324876,R
325289,R
325700,R
326136,R
326555,R
326977,R
327396,R
327824,R
328234,R
328661,R
329060,R
329467,R
329881,R
330280,R
330693,R
331088,R
331484,R
331870,R
332277,R
332680,R
333078,R
333461,R
333848,R
334249,R
334679,R
335084,R
335507,R
335915,R
336331,R
336744,R
337158,R
337565,R
337930,R
338381,R
338821,R
339243,R
339687,R
340118,R
340543,R
340963,R
341380,R
341792,R
342207,R
342629,R
343030,R
343447,R
343862,R
344281,R
344698,R
345119,R
345541,R
345970,R
346368,R
346801,R
347207,R
347614,R
348031,R
348461,R
348869,R
349287,R
349696,R
350116,R
350537,R
350959,R
351369,R
351802,R
352215,R
352657,R
353094,R
353524,R
353951,R
354370,R
354794,R
355207,R
355613,R
356031,R
356446,R
356868,R
357293,R
357711,R
358130,R
358555,R
358958,R
359214,V
359752,R
360162,R
360603,R
361015,R
361436,R
361857,R
362269,R
362686,R
363104,R
363517,R
363929,R
364324,R
364735,R
365134,R
365543,R
365961,R
366382,R
366799,R
367226,R
367644,R
368073,R
368490,R
368912,R
369326,R
369758,R
370180,R
370617,R
371031,R
371454,R
371881,R
372283,R
372716,R
373132,R
373535,R
373968,R
374403,R
374822,R
375230,R
375654,R
375789,+
375925,V
376479,R
376878,R
377163,V
377710,R
378109,R
378427,V
378957,R
379372,R
379617,V
379901,+
380185,R
380614,R
381020,R
381427,R
381519,+
381798,V
382151,V
382513,V
382859,V
383220,V
383576,V
384040,+
384135,R
384475,V
384969,R
385364,R
385780,R
386181,R
386630,R
387050,R
387466,R
387878,R
388302,R
388721,R
389138,R
389539,R
389969,R
390384,R
390820,R
391237,R
391707,R
392150,R
392592,R
393005,R
393426,R
393834,R
394253,R
394679,R
395105,R
395520,R
395950,R
396364,R
396782,R
397185,R
397599,R
398005,R
398430,R
398838,R
399245,R
399669,R
400071,R
400497,R
400896,R
401329,R
401760,R
402174,R
402608,R
403030,R
403458,R
403891,R
404329,R
404761,R
405188,R
405612,R
406035,R
406478,R
406893,R
407312,R
407735,R
408157,R
408589,R
409015,R
409451,R
409890,R
410328,R
410753,R
411201,R
411647,R
412071,R
412514,R
412942,R
413353,R
413781,R
414190,R
414631,R
415043,R
415467,R
415882,R
416313,R
416724,R
417151,R
417563,R
